7.423367 0
5.421733 1
4.819795 0
8.326199 0
4.150634 1
5.615247 0
3.243146 1
5.491347 1
6.197554 1
4.710434 0
1.818165 1
8.015893 0
3.02259 1
8.983752 0
5.403283 1
9.372178 0
1.397546 0
6.274073 1
9.588843 0
3.810819 1
6.668238 0
3.145474 1
0.1640741 1
0.7749999 1
2.024201 1
1.231485 1
1.381756 1
6.919475 0
3.663577 1
4.739496 1
7.008128 0
8.073351 0
5.360716 0
1.699965 1
8.908892 0
8.314343 0
5.413824 1
6.877525 0
2.400392 1
8.894184 0
0.5953741 1
3.581285 1
8.503348 0
5.215969 1
3.793208 1
4.51069 1
0.3541641 1
2.055888 1
1.950583 1
9.721376 0
6.456386 0
6.114581 0
4.364344 1
4.588375 0
0.7197115 1
5.388876 0
0.5093534 1
0.8198801 1
4.552574 0
4.293386 1
6.717213 0
6.194514 0
6.012181 0
6.610797 1
2.059955 1
8.806715 0
7.932028 0
5.490165 0
5.881081 0
1.671123 1
5.492914 1
0.6000318 1
2.105886 1
0.9357944 1
8.571131 0
4.387813 1
1.665642 1
5.683005 0
8.879486 0
6.303807 0
4.869243 1
9.289183 0
6.165684 1
3.788242 1
2.702539 1
2.707899 0
9.694698 0
6.49399 0
8.367061 0
3.922602 1
3.51204 1
4.16307 1
6.594961 0
0.004111817 1
9.031913 0
7.892618 0
0.7141175 1
1.484021 1
9.148522 0
2.179319 1
4.300673 1
7.866466 0
0.6713457 1
7.334924 0
4.720811 1
8.737851 0
7.326434 0
9.742404 0
7.567858 0
3.691334 1
5.863163 1
3.752914 1
8.000733 0
0.7180532 0
5.9313 0
1.641505 1
7.598494 0
2.639727 1
1.503864 1
3.768378 1
3.000222 1
2.462204 1
7.798431 0
4.411229 1
5.120784 1
2.824271 1
6.489877 0
0.01956026 1
2.415886 1
5.403572 1
2.166633 1
2.333949 1
9.450205 0
4.32548 1
2.635047 1
1.608113 0
3.274439 1
9.910039 0
7.664757 0
4.629063 1
8.84063 0
4.681371 0
3.067955 1
0.2126253 1
6.156078 1
7.514495 0
2.833456 1
3.206674 1
9.943421 0
5.886246 1
3.966825 1
2.180517 1
2.985792 1
5.479278 0
4.524795 1
5.220062 1
9.133652 0
3.50272 1
8.052481 0
2.549986 1
5.624623 0
6.738516 0
3.656229 1
7.641882 1
4.500739 1
6.589677 1
0.07036169 1
0.5666964 1
6.737363 0
1.955226 1
6.450488 0
4.498483 1
2.385187 1
4.914912 1
3.474247 1
8.795623 0
0.8018759 1
5.411439 0
7.739235 0
7.120178 1
0.4460589 1
8.82086 0
8.966818 0
8.246897 0
2.102597 1
1.214659 1
4.070333 1
1.740572 1
7.933583 0
3.681891 1
4.75567 1
1.468684 1
3.484716 1
9.888754 0
5.776256 0
3.133409 1
3.238681 1
0.6366396 1
2.254996 1
6.635697 1
6.110607 0
1.263629 0
2.189039 1
9.415269 0
6.001762 0
1.406397 1
8.62993 0
2.733135 1
2.358064 1
4.925491 0
2.604405 1
1.673737 1
6.508019 0
8.383397 0
4.317646 1
8.848597 0
4.872841 1
4.054582 1
2.28636 0
4.282793 1
6.264711 1
2.298963 1
5.50178 0
8.231503 0
9.304883 0
5.099732 1
4.967986 1
4.05557 1
4.375275 1
0.7037382 1
3.813034 0
0.06388023 1
6.677336 0
9.834089 0
7.302057 0
1.54751 1
8.691635 0
3.028996 1
9.086063 0
7.948436 1
8.301232 0
5.595918 1
0.7039764 1
4.494683 1
2.400422 1
5.628267 0
7.481005 0
9.691099 0
1.851808 1
7.203898 0
2.338093 1
1.932325 1
5.41076 1
7.301481 0
2.960415 1
3.588241 1
7.153147 0
2.467241 1
7.250596 0
5.289625 1
1.413769 1
2.983276 1
2.809137 1
9.373542 0
3.735716 1
3.805932 1
3.329305 1
3.465596 0
3.136635 0
5.778764 1
4.994751 0
4.445095 1
5.484646 0
0.3115717 1
7.494283 1
9.567167 0
1.99895 1
8.801223 0
9.409356 0
5.019611 0
2.593882 1
9.996924 0
8.78331 0
4.8534 1
4.080456 1
9.450542 0
4.229129 1
8.711208 0
3.734037 1
3.348601 1
2.877516 1
8.301953 0
7.175874 0
4.46612 1
0.7432998 1
8.956762 0
9.915485 0
8.249327 0
0.8816744 1
2.914246 1
8.505051 0
4.496401 1
2.735254 1
6.469997 1
7.434789 0
9.014202 0
9.823173 0
9.712226 0
9.023765 0
0.9573247 1
6.71158 0
5.235114 1
1.906184 1
7.978194 0
8.299308 0
2.744535 1
8.242934 1
9.30424 0
6.046612 0
9.305393 0
7.165887 0
8.115999 0
6.619636 0
5.949658 1
7.927986 1
1.813604 1
1.555712 1
3.184243 1
4.719899 0
0.2998677 1
0.8796555 0
1.294461 1
8.411508 0
7.864017 0
4.491431 1
0.8785804 1
7.762803 0
9.041891 0
1.13319 1
2.351049 1
4.261625 1
9.702797 0
4.175872 1
4.260688 0
5.694723 1
7.170279 0
8.429694 1
8.962022 0
7.635655 0
0.7569399 1
8.401325 0
4.414459 1
6.138979 0
4.982775 1
6.216392 1
2.082733 1
4.768757 0
5.405402 0
5.597283 1
6.465735 1
1.232949 1
7.091596 1
1.824251 1
1.529401 1
9.064738 0
6.359668 0
1.568642 0
0.3167108 1
0.8761414 0
2.474716 1
5.453175 1
6.519568 0
7.648338 0
9.506661 0
7.815383 0
8.290512 0
6.640293 0
7.08005 0
5.155872 1
3.540058 1
8.454263 0
5.748544 0
3.19566 1
2.797216 1
8.171687 0
1.014362 1
3.423841 1
4.100939 1
7.889488 0
6.625844 0
6.195968 1
2.972851 1
7.712934 0
4.708726 1
1.798594 1
6.000526 0
9.418441 0
3.72904 1
5.4935 1
3.589172 1
5.596065 1
1.186468 1
3.522039 1
4.347382 0
3.608427 1
4.717574 0
2.50847 0
8.347676 0
0.48726 1
9.756538 0
1.043494 1
9.734759 0
5.113609 1
3.59891 1
7.739574 0
7.561362 0
6.725562 0
9.201682 0
5.361461 1
8.393092 0
1.644579 1
5.193319 1
3.032037 1
2.604306 1
0.7914192 0
0.7821522 1
4.519499 0
8.595486 0
9.422776 0
6.893457 0
4.951949 1
0.1414462 1
4.479823 1
4.162236 1
9.997441 0
5.154882 1
9.583493 0
5.429897 1
1.308561 0
7.659229 1
4.152026 1
0.6122254 1
5.788313 0
1.758695 0
9.947195 0
0.05438527 1
7.802757 0
5.045712 1
8.074066 0
6.405874 0
1.210006 1
5.713515 1
2.188896 1
3.109983 1
1.993704 1
4.741702 1
0.2397956 1
2.374132 1
8.072133 0
3.739563 1
4.132259 0
4.305355 1
7.724266 0
6.815468 1
2.51299 1
1.621924 1
5.798174 0
6.537015 0
8.988696 0
8.197587 0
7.998047 0
7.536654 0
3.461505 1
1.192363 1
8.339413 0
1.128027 1
5.069695 1
3.846233 1
3.221231 1
1.132259 1
8.870059 0
3.660113 1
1.938413 1
9.078446 0
1.238238 1
4.308261 1
7.530555 0
5.934735 0
4.294362 1
6.402726 0
1.310759 1
2.217313 1
0.5944287 1
6.072841 0
3.210232 1
0.7654501 1
4.797318 1
6.843375 1
5.762392 1
1.462026 1
0.1854609 1
3.542008 0
4.875876 1
4.97916 1
1.026611 1
3.983696 1
4.062032 1
2.464822 1
9.273293 0
4.287716 1
0.127582 1
5.426634 1
0.1024482 1
0.3964957 1
4.039807 1
1.58572 1
1.707491 1
6.741057 1
6.502377 1
5.655401 0
0.1248379 1
0.123833 1
9.482558 0
8.292657 0
5.473757 1
6.316958 0
9.133348 0
9.523971 0
6.639955 1
7.125629 1
6.364462 1
1.969806 1
7.580083 0
0.1690824 1
8.00287 0
7.885087 1
0.2316694 0
3.759966 0
8.341059 0
8.348902 1
4.267624 1
2.436693 1
5.883742 1
3.736888 1
3.633664 1
6.788111 0
8.288342 0
3.048134 1
2.122715 1
1.153867 1
9.484026 0
6.761448 1
6.635659 1
2.675134 1
1.031366 1
6.117862 1
8.021161 0
0.9575305 1
6.011946 1
0.03641549 1
5.585897 0
5.477323 0
1.765323 1
1.796641 1
2.360655 1
5.280447 0
9.603547 0
3.20334 1
4.589005 1
0.1418895 1
0.3463642 1
7.475437 0
4.497842 1
1.305197 1
6.320604 0
2.497745 1
4.346109 0
6.30248 1
4.522007 1
5.855663 1
0.4671383 1
6.949534 0
3.651281 1
5.988738 0
0.6477412 1
9.772665 0
7.86634 0
0.1481369 1
6.814211 0
6.767213 0
4.547464 1
3.855149 1
7.989016 1
6.702507 1
9.950232 0
9.168971 0
0.8186173 1
0.5478135 1
0.1439053 0
3.13338 1
9.17345 0
9.072301 0
4.429081 0
1.512941 1
4.563559 1
4.198906 1
3.228735 1
1.92108 1
0.5534396 1
7.99696 0
8.436807 0
3.716032 1
9.492912 0
9.385479 0
9.148883 0
0.4980424 1
8.73399 0
7.642631 0
6.223598 0
9.210468 0
4.3721 1
2.361566 1
2.226073 0
5.674532 0
3.094261 0
5.568989 0
9.812011 0
0.2893937 1
8.365485 0
4.179959 1
2.310922 1
0.469428 1
5.467058 0
5.866059 0
2.040384 1
3.04678 1
7.672594 0
4.024785 1
2.423157 1
2.058307 1
5.781715 1
8.928958 0
4.133671 1
5.275435 1
8.296082 0
7.137008 0
1.322218 1
4.675561 0
2.546712 1
7.45708 0
6.215891 0
8.456418 0
5.257101 1
1.382431 1
7.280859 0
2.651337 1
6.930215 0
2.401282 1
9.230531 0
6.169858 0
0.2562373 1
9.469594 0
7.191344 0
2.451693 1
5.412464 1
8.993767 1
8.923433 0
9.615222 0
7.469049 0
8.494416 1
0.202273 1
7.514976 1
8.740505 0
4.347684 1
1.959815 1
4.741916 1
7.642264 0
6.959263 1
5.925208 1
1.268107 1
0.7280527 1
0.6013608 1
9.320887 0
3.613728 1
4.151574 1
5.523357 0
7.965064 0
6.741955 0
4.496861 1
1.225695 1
5.017022 1
0.5484739 1
7.081065 0
6.746693 0
2.177246 1
2.032643 1
9.717998 0
2.319281 1
9.211735 0
4.244679 1
1.54745 1
